human_entrez,human_symbol,fly_entrez,flybase_id,fly_symbol,diopt_score,max_score,best_forward,best_reverse,confidence,retained,methods,display_column,component_group,kegg_node_ids,grouping_rationale,grouping_reference,annotation_scope
4218,RAB8A,40168,FBgn0262518,Rab8,12,13,True,False,moderate,True,Domainoid;eggNOG;Inparanoid;OMA;OrthoDB;OrthoFinder;OrthoInspector;Hieranoid;Panther;Phylome;SonicParanoid;orthoMCL,2,GLUT / TBC1D1 / Rab-related,207,"Human GLUT4, TBC1D1 and Rab components associated with the glucose-transporter trafficking branch.",https://www.kegg.jp/pathway/hsa04152,Human-source role or protein family; fly role inferred by orthology
4218,RAB8A,33025,FBgn0015789,Rab10,6,13,False,False,moderate,True,eggNOG;OrthoDB;OrthoFinder;Hieranoid;orthoMCL;SonicParanoid,2,GLUT / TBC1D1 / Rab-related,207,"Human GLUT4, TBC1D1 and Rab components associated with the glucose-transporter trafficking branch.",https://www.kegg.jp/pathway/hsa04152,Human-source role or protein family; fly role inferred by orthology
4218,RAB8A,318149,FBgn0067052,Rab9D,3,13,False,True,moderate,True,eggNOG;orthoMCL;Panther,2,GLUT / TBC1D1 / Rab-related,207,"Human GLUT4, TBC1D1 and Rab components associated with the glucose-transporter trafficking branch.",https://www.kegg.jp/pathway/hsa04152,Human-source role or protein family; fly role inferred by orthology
4218,RAB8A,318148,FBgn0052673,Rab9E,3,13,False,True,moderate,True,eggNOG;orthoMCL;Panther,2,GLUT / TBC1D1 / Rab-related,207,"Human GLUT4, TBC1D1 and Rab components associated with the glucose-transporter trafficking branch.",https://www.kegg.jp/pathway/hsa04152,Human-source role or protein family; fly role inferred by orthology
4218,RAB8A,31993,FBgn0030221,Rab9Db,3,13,False,True,moderate,True,eggNOG;orthoMCL;Panther,2,GLUT / TBC1D1 / Rab-related,207,"Human GLUT4, TBC1D1 and Rab components associated with the glucose-transporter trafficking branch.",https://www.kegg.jp/pathway/hsa04152,Human-source role or protein family; fly role inferred by orthology
4218,RAB8A,32029,FBgn0052670,Rab9Fb,3,13,False,True,moderate,True,eggNOG;orthoMCL;Panther,2,GLUT / TBC1D1 / Rab-related,207,"Human GLUT4, TBC1D1 and Rab components associated with the glucose-transporter trafficking branch.",https://www.kegg.jp/pathway/hsa04152,Human-source role or protein family; fly role inferred by orthology
5105,PCK1,37131,FBgn0003067,Pepck1,13,13,True,True,high,True,Compara;Domainoid;eggNOG;Inparanoid;OMA;OrthoDB;OrthoFinder;OrthoInspector;Hieranoid;Panther;Phylome;SonicParanoid;orthoMCL,2,Glucose metabolism,109;168,"Human enzymes involved in glycolysis, gluconeogenesis or glycogen synthesis.",https://www.kegg.jp/pathway/hsa04152,Human-source role or protein family; fly role inferred by orthology
5105,PCK1,37130,FBgn0034356,Pepck2,13,13,True,True,high,True,Compara;Domainoid;eggNOG;Inparanoid;OMA;OrthoDB;OrthoFinder;OrthoInspector;Hieranoid;Panther;Phylome;SonicParanoid;orthoMCL,2,Glucose metabolism,109;168,"Human enzymes involved in glycolysis, gluconeogenesis or glycogen synthesis.",https://www.kegg.jp/pathway/hsa04152,Human-source role or protein family; fly role inferred by orthology
5106,PCK2,37131,FBgn0003067,Pepck1,13,13,True,True,high,True,Compara;Domainoid;eggNOG;Inparanoid;OMA;OrthoDB;OrthoFinder;OrthoInspector;Hieranoid;Panther;Phylome;SonicParanoid;orthoMCL,2,Glucose metabolism,109;168,"Human enzymes involved in glycolysis, gluconeogenesis or glycogen synthesis.",https://www.kegg.jp/pathway/hsa04152,Human-source role or protein family; fly role inferred by orthology
5106,PCK2,37130,FBgn0034356,Pepck2,13,13,True,True,high,True,Compara;Domainoid;eggNOG;Inparanoid;OMA;OrthoDB;OrthoFinder;OrthoInspector;Hieranoid;Panther;Phylome;SonicParanoid;orthoMCL,2,Glucose metabolism,109;168,"Human enzymes involved in glycolysis, gluconeogenesis or glycogen synthesis.",https://www.kegg.jp/pathway/hsa04152,Human-source role or protein family; fly role inferred by orthology
51094,ADIPOR1,42656,FBgn0038984,AdipoR,13,13,True,True,high,True,Compara;Domainoid;eggNOG;Inparanoid;OMA;OrthoDB;OrthoFinder;OrthoInspector;Hieranoid;Panther;Phylome;SonicParanoid;orthoMCL,1,Upstream signalling,52,"Upstream kinases and cofactors, hormone/receptor signalling and the insulin/PI3K-Akt branch shown in the human map; not all are direct AMPK activators.",https://www.kegg.jp/pathway/hsa04152,Human-source role or protein family; fly role inferred by orthology
51422,PRKAG2,42515,FBgn0264357,SNF4Agamma,9,13,True,True,high,True,Domainoid;eggNOG;OrthoDB;OrthoFinder;OrthoInspector;Panther;Phylome;SonicParanoid;orthoMCL,1,AMPK subunits,8,Catalytic alpha and regulatory beta/gamma subunits of the human AMPK complex.,https://www.kegg.jp/pathway/hsa04152,Human-source role or protein family; fly role inferred by orthology
51552,RAB14,34840,FBgn0015791,Rab14,11,13,True,True,high,True,Compara;Domainoid;eggNOG;Inparanoid;OMA;OrthoFinder;OrthoInspector;Panther;Phylome;SonicParanoid;orthoMCL,2,GLUT / TBC1D1 / Rab-related,207,"Human GLUT4, TBC1D1 and Rab components associated with the glucose-transporter trafficking branch.",https://www.kegg.jp/pathway/hsa04152,Human-source role or protein family; fly role inferred by orthology
5170,PDPK1,38017,FBgn0020386,Pdk1,12,13,True,True,high,True,Compara;Domainoid;eggNOG;Inparanoid;OrthoDB;OrthoFinder;OrthoInspector;Hieranoid;Panther;Phylome;SonicParanoid;orthoMCL,1,Upstream signalling,14,"Upstream kinases and cofactors, hormone/receptor signalling and the insulin/PI3K-Akt branch shown in the human map; not all are direct AMPK activators.",https://www.kegg.jp/pathway/hsa04152,Human-source role or protein family; fly role inferred by orthology
51719,CAB39,39858,FBgn0017572,Mo25,13,13,True,True,high,True,Compara;Domainoid;eggNOG;Inparanoid;OMA;OrthoDB;OrthoFinder;OrthoInspector;Hieranoid;Panther;Phylome;SonicParanoid;orthoMCL,1,Upstream signalling,156,"Upstream kinases and cofactors, hormone/receptor signalling and the insulin/PI3K-Akt branch shown in the human map; not all are direct AMPK activators.",https://www.kegg.jp/pathway/hsa04152,Human-source role or protein family; fly role inferred by orthology
5207,PFKFB1,32938,FBgn0027621,Pfrx,12,13,True,False,moderate,True,Compara;Domainoid;eggNOG;Inparanoid;OrthoDB;OrthoFinder;OrthoInspector;Hieranoid;Panther;Phylome;SonicParanoid;orthoMCL,2,Glucose metabolism,67,"Human enzymes involved in glycolysis, gluconeogenesis or glycogen synthesis.",https://www.kegg.jp/pathway/hsa04152,Human-source role or protein family; fly role inferred by orthology
5208,PFKFB2,32938,FBgn0027621,Pfrx,13,13,True,True,high,True,Compara;Domainoid;eggNOG;Inparanoid;OMA;OrthoDB;OrthoFinder;OrthoInspector;Hieranoid;Panther;Phylome;SonicParanoid;orthoMCL,2,Glucose metabolism,67,"Human enzymes involved in glycolysis, gluconeogenesis or glycogen synthesis.",https://www.kegg.jp/pathway/hsa04152,Human-source role or protein family; fly role inferred by orthology
5209,PFKFB3,32938,FBgn0027621,Pfrx,12,13,True,False,moderate,True,Compara;Domainoid;eggNOG;Inparanoid;OrthoDB;OrthoFinder;OrthoInspector;Hieranoid;Panther;Phylome;SonicParanoid;orthoMCL,2,Glucose metabolism,67,"Human enzymes involved in glycolysis, gluconeogenesis or glycogen synthesis.",https://www.kegg.jp/pathway/hsa04152,Human-source role or protein family; fly role inferred by orthology
5210,PFKFB4,32938,FBgn0027621,Pfrx,12,13,True,False,moderate,True,Compara;Domainoid;eggNOG;Inparanoid;OrthoDB;OrthoFinder;OrthoInspector;Hieranoid;Panther;Phylome;SonicParanoid;orthoMCL,2,Glucose metabolism,67,"Human enzymes involved in glycolysis, gluconeogenesis or glycogen synthesis.",https://www.kegg.jp/pathway/hsa04152,Human-source role or protein family; fly role inferred by orthology
5211,PFKL,36060,FBgn0003071,Pfk,13,13,True,True,high,True,Compara;Domainoid;eggNOG;Inparanoid;OMA;OrthoDB;OrthoFinder;OrthoInspector;Hieranoid;Panther;Phylome;SonicParanoid;orthoMCL,2,Glucose metabolism,73,"Human enzymes involved in glycolysis, gluconeogenesis or glycogen synthesis.",https://www.kegg.jp/pathway/hsa04152,Human-source role or protein family; fly role inferred by orthology
5213,PFKM,36060,FBgn0003071,Pfk,13,13,True,True,high,True,Compara;Domainoid;eggNOG;Inparanoid;OMA;OrthoDB;OrthoFinder;OrthoInspector;Hieranoid;Panther;Phylome;SonicParanoid;orthoMCL,2,Glucose metabolism,73,"Human enzymes involved in glycolysis, gluconeogenesis or glycogen synthesis.",https://www.kegg.jp/pathway/hsa04152,Human-source role or protein family; fly role inferred by orthology
5214,PFKP,36060,FBgn0003071,Pfk,13,13,True,True,high,True,Compara;Domainoid;eggNOG;Inparanoid;OMA;OrthoDB;OrthoFinder;OrthoInspector;Hieranoid;Panther;Phylome;SonicParanoid;orthoMCL,2,Glucose metabolism,73,"Human enzymes involved in glycolysis, gluconeogenesis or glycogen synthesis.",https://www.kegg.jp/pathway/hsa04152,Human-source role or protein family; fly role inferred by orthology
5290,PIK3CA,42446,FBgn0015279,Pi3K92E,6,13,True,False,moderate,True,eggNOG;OrthoDB;OrthoFinder;OrthoInspector;orthoMCL;SonicParanoid,1,Upstream signalling,13,"Upstream kinases and cofactors, hormone/receptor signalling and the insulin/PI3K-Akt branch shown in the human map; not all are direct AMPK activators.",https://www.kegg.jp/pathway/hsa04152,Human-source role or protein family; fly role inferred by orthology
5291,PIK3CB,42446,FBgn0015279,Pi3K92E,13,13,True,True,high,True,Compara;Domainoid;eggNOG;Inparanoid;OMA;OrthoDB;OrthoFinder;OrthoInspector;Hieranoid;Panther;Phylome;SonicParanoid;orthoMCL,1,Upstream signalling,13,"Upstream kinases and cofactors, hormone/receptor signalling and the insulin/PI3K-Akt branch shown in the human map; not all are direct AMPK activators.",https://www.kegg.jp/pathway/hsa04152,Human-source role or protein family; fly role inferred by orthology
5293,PIK3CD,42446,FBgn0015279,Pi3K92E,13,13,True,True,high,True,Compara;Domainoid;eggNOG;Inparanoid;OMA;OrthoDB;OrthoFinder;OrthoInspector;Hieranoid;Panther;Phylome;SonicParanoid;orthoMCL,1,Upstream signalling,13,"Upstream kinases and cofactors, hormone/receptor signalling and the insulin/PI3K-Akt branch shown in the human map; not all are direct AMPK activators.",https://www.kegg.jp/pathway/hsa04152,Human-source role or protein family; fly role inferred by orthology
5295,PIK3R1,33203,FBgn0020622,Pi3K21B,10,13,True,False,moderate,True,Domainoid;eggNOG;Inparanoid;OrthoDB;OrthoFinder;OrthoInspector;Panther;Phylome;SonicParanoid;orthoMCL,1,Upstream signalling,13,"Upstream kinases and cofactors, hormone/receptor signalling and the insulin/PI3K-Akt branch shown in the human map; not all are direct AMPK activators.",https://www.kegg.jp/pathway/hsa04152,Human-source role or protein family; fly role inferred by orthology
5296,PIK3R2,33203,FBgn0020622,Pi3K21B,11,13,True,False,moderate,True,Compara;Domainoid;eggNOG;Inparanoid;OrthoDB;OrthoFinder;OrthoInspector;Panther;Phylome;SonicParanoid;orthoMCL,1,Upstream signalling,13,"Upstream kinases and cofactors, hormone/receptor signalling and the insulin/PI3K-Akt branch shown in the human map; not all are direct AMPK activators.",https://www.kegg.jp/pathway/hsa04152,Human-source role or protein family; fly role inferred by orthology
53632,PRKAG3,42515,FBgn0264357,SNF4Agamma,9,13,True,True,high,True,Domainoid;eggNOG;OrthoDB;OrthoFinder;OrthoInspector;Panther;Phylome;orthoMCL;SonicParanoid,1,AMPK subunits,8,Catalytic alpha and regulatory beta/gamma subunits of the human AMPK complex.,https://www.kegg.jp/pathway/hsa04152,Human-source role or protein family; fly role inferred by orthology
5468,PPARG,39999,FBgn0000568,Eip75B,4,13,True,False,moderate,True,OrthoDB;OrthoInspector;Panther;orthoMCL,4,Transcriptional regulators,128,"Human transcription factors, coactivators and the SIRT1 regulator represented in the pathway.",https://www.kegg.jp/pathway/hsa04152,Human-source role or protein family; fly role inferred by orthology
5515,PPP2CA,45959,FBgn0004177,mts,13,13,True,True,high,True,Domainoid;eggNOG;Inparanoid;OMA;OrthoDB;OrthoFinder;OrthoInspector;Compara;Hieranoid;Panther;Phylome;SonicParanoid;orthoMCL,1,PP2A-related proteins,157,"Human PP2A catalytic, scaffold and regulatory subunits. DIOPT matches include related fly phosphatases; membership does not establish PP2A-complex membership in flies.",https://www.kegg.jp/pathway/hsa04152,Human-source role or protein family; fly role inferred by orthology
5515,PPP2CA,31582,FBgn0003139,PpV,4,13,False,False,moderate,True,eggNOG;OrthoDB;OrthoFinder;orthoMCL,1,PP2A-related proteins,157,"Human PP2A catalytic, scaffold and regulatory subunits. DIOPT matches include related fly phosphatases; membership does not establish PP2A-complex membership in flies.",https://www.kegg.jp/pathway/hsa04152,Human-source role or protein family; fly role inferred by orthology
5515,PPP2CA,44289,FBgn0000711,flw,4,13,False,False,moderate,True,eggNOG;OrthoDB;OrthoFinder;orthoMCL,1,PP2A-related proteins,157,"Human PP2A catalytic, scaffold and regulatory subunits. DIOPT matches include related fly phosphatases; membership does not establish PP2A-complex membership in flies.",https://www.kegg.jp/pathway/hsa04152,Human-source role or protein family; fly role inferred by orthology
5515,PPP2CA,3355173,FBgn0046698,Pp1-Y2,4,13,False,False,moderate,True,eggNOG;OrthoDB;OrthoFinder;orthoMCL,1,PP2A-related proteins,157,"Human PP2A catalytic, scaffold and regulatory subunits. DIOPT matches include related fly phosphatases; membership does not establish PP2A-complex membership in flies.",https://www.kegg.jp/pathway/hsa04152,Human-source role or protein family; fly role inferred by orthology
5515,PPP2CA,48531,FBgn0003132,Pp1-13C,4,13,False,False,moderate,True,eggNOG;OrthoDB;OrthoFinder;orthoMCL,1,PP2A-related proteins,157,"Human PP2A catalytic, scaffold and regulatory subunits. DIOPT matches include related fly phosphatases; membership does not establish PP2A-complex membership in flies.",https://www.kegg.jp/pathway/hsa04152,Human-source role or protein family; fly role inferred by orthology
5515,PPP2CA,45031,FBgn0023177,Pp4-19C,4,13,False,False,moderate,True,eggNOG;OrthoDB;OrthoFinder;orthoMCL,1,PP2A-related proteins,157,"Human PP2A catalytic, scaffold and regulatory subunits. DIOPT matches include related fly phosphatases; membership does not establish PP2A-complex membership in flies.",https://www.kegg.jp/pathway/hsa04152,Human-source role or protein family; fly role inferred by orthology
5515,PPP2CA,49260,FBgn0004103,Pp1-87B,4,13,False,False,moderate,True,eggNOG;OrthoDB;OrthoFinder;orthoMCL,1,PP2A-related proteins,157,"Human PP2A catalytic, scaffold and regulatory subunits. DIOPT matches include related fly phosphatases; membership does not establish PP2A-complex membership in flies.",https://www.kegg.jp/pathway/hsa04152,Human-source role or protein family; fly role inferred by orthology
5515,PPP2CA,42922,FBgn0003134,Pp1alpha-96A,4,13,False,False,moderate,True,eggNOG;OrthoDB;OrthoFinder;orthoMCL,1,PP2A-related proteins,157,"Human PP2A catalytic, scaffold and regulatory subunits. DIOPT matches include related fly phosphatases; membership does not establish PP2A-complex membership in flies.",https://www.kegg.jp/pathway/hsa04152,Human-source role or protein family; fly role inferred by orthology
5516,PPP2CB,45959,FBgn0004177,mts,12,13,True,False,moderate,True,Domainoid;eggNOG;Inparanoid;OMA;OrthoFinder;OrthoInspector;Compara;Hieranoid;Panther;Phylome;SonicParanoid;orthoMCL,1,PP2A-related proteins,157,"Human PP2A catalytic, scaffold and regulatory subunits. DIOPT matches include related fly phosphatases; membership does not establish PP2A-complex membership in flies.",https://www.kegg.jp/pathway/hsa04152,Human-source role or protein family; fly role inferred by orthology
5518,PPP2R1A,2768940,FBgn0260439,Pp2A-29B,12,13,True,True,high,True,Compara;Domainoid;eggNOG;Inparanoid;OMA;OrthoDB;OrthoFinder;OrthoInspector;Panther;Phylome;SonicParanoid;orthoMCL,1,PP2A-related proteins,157,"Human PP2A catalytic, scaffold and regulatory subunits. DIOPT matches include related fly phosphatases; membership does not establish PP2A-complex membership in flies.",https://www.kegg.jp/pathway/hsa04152,Human-source role or protein family; fly role inferred by orthology
5519,PPP2R1B,2768940,FBgn0260439,Pp2A-29B,12,13,True,True,high,True,Compara;Domainoid;eggNOG;Inparanoid;OMA;OrthoDB;OrthoFinder;OrthoInspector;Panther;Phylome;SonicParanoid;orthoMCL,1,PP2A-related proteins,157,"Human PP2A catalytic, scaffold and regulatory subunits. DIOPT matches include related fly phosphatases; membership does not establish PP2A-complex membership in flies.",https://www.kegg.jp/pathway/hsa04152,Human-source role or protein family; fly role inferred by orthology
5520,PPP2R2A,47877,FBgn0004889,tws,13,13,True,True,high,True,Compara;Domainoid;eggNOG;Inparanoid;OMA;OrthoDB;OrthoFinder;OrthoInspector;Hieranoid;Panther;Phylome;SonicParanoid;orthoMCL,1,PP2A-related proteins,157,"Human PP2A catalytic, scaffold and regulatory subunits. DIOPT matches include related fly phosphatases; membership does not establish PP2A-complex membership in flies.",https://www.kegg.jp/pathway/hsa04152,Human-source role or protein family; fly role inferred by orthology
5521,PPP2R2B,47877,FBgn0004889,tws,13,13,True,True,high,True,Compara;Domainoid;eggNOG;Inparanoid;OMA;OrthoDB;OrthoFinder;OrthoInspector;Hieranoid;Panther;Phylome;SonicParanoid;orthoMCL,1,PP2A-related proteins,157,"Human PP2A catalytic, scaffold and regulatory subunits. DIOPT matches include related fly phosphatases; membership does not establish PP2A-complex membership in flies.",https://www.kegg.jp/pathway/hsa04152,Human-source role or protein family; fly role inferred by orthology
5522,PPP2R2C,47877,FBgn0004889,tws,11,13,True,False,moderate,True,Compara;Domainoid;Inparanoid;OrthoDB;OrthoFinder;OrthoInspector;Hieranoid;Panther;Phylome;SonicParanoid;orthoMCL,1,PP2A-related proteins,157,"Human PP2A catalytic, scaffold and regulatory subunits. DIOPT matches include related fly phosphatases; membership does not establish PP2A-complex membership in flies.",https://www.kegg.jp/pathway/hsa04152,Human-source role or protein family; fly role inferred by orthology
5523,PPP2R3A,42368,FBgn0038744,CG4733,8,13,True,True,high,True,Domainoid;OrthoDB;OrthoFinder;OrthoInspector;Panther;Phylome;orthoMCL;SonicParanoid,1,PP2A-related proteins,157,"Human PP2A catalytic, scaffold and regulatory subunits. DIOPT matches include related fly phosphatases; membership does not establish PP2A-complex membership in flies.",https://www.kegg.jp/pathway/hsa04152,Human-source role or protein family; fly role inferred by orthology
5525,PPP2R5A,43312,FBgn0027492,wdb,12,13,True,False,moderate,True,Compara;Domainoid;eggNOG;Inparanoid;OrthoDB;OrthoFinder;OrthoInspector;Hieranoid;Panther;Phylome;SonicParanoid;orthoMCL,1,PP2A-related proteins,157,"Human PP2A catalytic, scaffold and regulatory subunits. DIOPT matches include related fly phosphatases; membership does not establish PP2A-complex membership in flies.",https://www.kegg.jp/pathway/hsa04152,Human-source role or protein family; fly role inferred by orthology
5525,PPP2R5A,42169,FBgn0042693,wrd,5,13,False,False,moderate,True,eggNOG;OrthoDB;OrthoFinder;orthoMCL;SonicParanoid,1,PP2A-related proteins,157,"Human PP2A catalytic, scaffold and regulatory subunits. DIOPT matches include related fly phosphatases; membership does not establish PP2A-complex membership in flies.",https://www.kegg.jp/pathway/hsa04152,Human-source role or protein family; fly role inferred by orthology
5526,PPP2R5B,43312,FBgn0027492,wdb,8,13,True,False,moderate,True,Compara;eggNOG;OrthoDB;OrthoFinder;Panther;Phylome;orthoMCL;SonicParanoid,1,PP2A-related proteins,157,"Human PP2A catalytic, scaffold and regulatory subunits. DIOPT matches include related fly phosphatases; membership does not establish PP2A-complex membership in flies.",https://www.kegg.jp/pathway/hsa04152,Human-source role or protein family; fly role inferred by orthology
5526,PPP2R5B,42169,FBgn0042693,wrd,5,13,False,False,moderate,True,eggNOG;OrthoDB;OrthoFinder;orthoMCL;SonicParanoid,1,PP2A-related proteins,157,"Human PP2A catalytic, scaffold and regulatory subunits. DIOPT matches include related fly phosphatases; membership does not establish PP2A-complex membership in flies.",https://www.kegg.jp/pathway/hsa04152,Human-source role or protein family; fly role inferred by orthology
5527,PPP2R5C,42169,FBgn0042693,wrd,13,13,True,True,high,True,Compara;Domainoid;eggNOG;Inparanoid;OMA;OrthoDB;OrthoFinder;OrthoInspector;Hieranoid;Panther;Phylome;SonicParanoid;orthoMCL,1,PP2A-related proteins,157,"Human PP2A catalytic, scaffold and regulatory subunits. DIOPT matches include related fly phosphatases; membership does not establish PP2A-complex membership in flies.",https://www.kegg.jp/pathway/hsa04152,Human-source role or protein family; fly role inferred by orthology
5527,PPP2R5C,43312,FBgn0027492,wdb,5,13,False,False,moderate,True,eggNOG;OrthoDB;OrthoFinder;orthoMCL;SonicParanoid,1,PP2A-related proteins,157,"Human PP2A catalytic, scaffold and regulatory subunits. DIOPT matches include related fly phosphatases; membership does not establish PP2A-complex membership in flies.",https://www.kegg.jp/pathway/hsa04152,Human-source role or protein family; fly role inferred by orthology
5527,PPP2R5C,32659,FBgn0052568,CG32568,4,13,False,True,moderate,True,eggNOG;Compara;Panther;orthoMCL,1,PP2A-related proteins,157,"Human PP2A catalytic, scaffold and regulatory subunits. DIOPT matches include related fly phosphatases; membership does not establish PP2A-complex membership in flies.",https://www.kegg.jp/pathway/hsa04152,Human-source role or protein family; fly role inferred by orthology
5528,PPP2R5D,42169,FBgn0042693,wrd,13,13,True,True,high,True,Compara;Domainoid;eggNOG;Inparanoid;OMA;OrthoDB;OrthoFinder;OrthoInspector;Hieranoid;Panther;Phylome;SonicParanoid;orthoMCL,1,PP2A-related proteins,157,"Human PP2A catalytic, scaffold and regulatory subunits. DIOPT matches include related fly phosphatases; membership does not establish PP2A-complex membership in flies.",https://www.kegg.jp/pathway/hsa04152,Human-source role or protein family; fly role inferred by orthology
5528,PPP2R5D,43312,FBgn0027492,wdb,5,13,False,False,moderate,True,eggNOG;OrthoDB;OrthoFinder;orthoMCL;SonicParanoid,1,PP2A-related proteins,157,"Human PP2A catalytic, scaffold and regulatory subunits. DIOPT matches include related fly phosphatases; membership does not establish PP2A-complex membership in flies.",https://www.kegg.jp/pathway/hsa04152,Human-source role or protein family; fly role inferred by orthology
5528,PPP2R5D,32659,FBgn0052568,CG32568,4,13,False,True,moderate,True,eggNOG;Compara;Panther;orthoMCL,1,PP2A-related proteins,157,"Human PP2A catalytic, scaffold and regulatory subunits. DIOPT matches include related fly phosphatases; membership does not establish PP2A-complex membership in flies.",https://www.kegg.jp/pathway/hsa04152,Human-source role or protein family; fly role inferred by orthology
5529,PPP2R5E,43312,FBgn0027492,wdb,13,13,True,True,high,True,Compara;Domainoid;eggNOG;Inparanoid;OMA;OrthoDB;OrthoFinder;OrthoInspector;Hieranoid;Panther;Phylome;SonicParanoid;orthoMCL,1,PP2A-related proteins,157,"Human PP2A catalytic, scaffold and regulatory subunits. DIOPT matches include related fly phosphatases; membership does not establish PP2A-complex membership in flies.",https://www.kegg.jp/pathway/hsa04152,Human-source role or protein family; fly role inferred by orthology
5529,PPP2R5E,42169,FBgn0042693,wrd,5,13,False,False,moderate,True,eggNOG;OrthoDB;OrthoFinder;orthoMCL;SonicParanoid,1,PP2A-related proteins,157,"Human PP2A catalytic, scaffold and regulatory subunits. DIOPT matches include related fly phosphatases; membership does not establish PP2A-complex membership in flies.",https://www.kegg.jp/pathway/hsa04152,Human-source role or protein family; fly role inferred by orthology
55437,STRADB,3355135,FBgn0046692,Stlk,12,13,True,True,high,True,Domainoid;eggNOG;Inparanoid;OMA;OrthoDB;OrthoFinder;OrthoInspector;Compara;Hieranoid;Phylome;SonicParanoid;orthoMCL,1,Upstream signalling,155,"Upstream kinases and cofactors, hormone/receptor signalling and the insulin/PI3K-Akt branch shown in the human map; not all are direct AMPK activators.",https://www.kegg.jp/pathway/hsa04152,Human-source role or protein family; fly role inferred by orthology
5562,PRKAA1,43904,FBgn0023169,AMPKalpha,12,13,True,False,moderate,True,Domainoid;eggNOG;Inparanoid;OMA;OrthoDB;OrthoFinder;OrthoInspector;Hieranoid;Panther;Phylome;SonicParanoid;orthoMCL,1,AMPK subunits,8,Catalytic alpha and regulatory beta/gamma subunits of the human AMPK complex.,https://www.kegg.jp/pathway/hsa04152,Human-source role or protein family; fly role inferred by orthology
5563,PRKAA2,43904,FBgn0023169,AMPKalpha,13,13,True,True,high,True,Compara;Domainoid;eggNOG;Inparanoid;OMA;OrthoDB;OrthoFinder;OrthoInspector;Hieranoid;Panther;Phylome;SonicParanoid;orthoMCL,1,AMPK subunits,8,Catalytic alpha and regulatory beta/gamma subunits of the human AMPK complex.,https://www.kegg.jp/pathway/hsa04152,Human-source role or protein family; fly role inferred by orthology
5564,PRKAB1,35931,FBgn0260972,alc,12,13,True,True,high,True,Compara;Domainoid;eggNOG;Inparanoid;OrthoDB;OrthoFinder;OrthoInspector;Hieranoid;Panther;Phylome;SonicParanoid;orthoMCL,1,AMPK subunits,8,Catalytic alpha and regulatory beta/gamma subunits of the human AMPK complex.,https://www.kegg.jp/pathway/hsa04152,Human-source role or protein family; fly role inferred by orthology
5565,PRKAB2,35931,FBgn0260972,alc,11,13,True,False,moderate,True,Domainoid;eggNOG;Inparanoid;OrthoDB;OrthoFinder;OrthoInspector;Hieranoid;Panther;Phylome;SonicParanoid;orthoMCL,1,AMPK subunits,8,Catalytic alpha and regulatory beta/gamma subunits of the human AMPK complex.,https://www.kegg.jp/pathway/hsa04152,Human-source role or protein family; fly role inferred by orthology
5571,PRKAG1,42515,FBgn0264357,SNF4Agamma,9,13,True,True,high,True,Domainoid;eggNOG;OrthoDB;OrthoFinder;OrthoInspector;Panther;Phylome;orthoMCL;SonicParanoid,1,AMPK subunits,8,Catalytic alpha and regulatory beta/gamma subunits of the human AMPK complex.,https://www.kegg.jp/pathway/hsa04152,Human-source role or protein family; fly role inferred by orthology
55844,PPP2R2D,47877,FBgn0004889,tws,11,13,True,False,moderate,True,Compara;OMA;OrthoDB;OrthoFinder;OrthoInspector;Hieranoid;Inparanoid;Panther;Phylome;SonicParanoid;orthoMCL,1,PP2A-related proteins,157,"Human PP2A catalytic, scaffold and regulatory subunits. DIOPT matches include related fly phosphatases; membership does not establish PP2A-complex membership in flies.",https://www.kegg.jp/pathway/hsa04152,Human-source role or protein family; fly role inferred by orthology
57521,RPTOR,31543,FBgn0029840,raptor,13,13,True,True,high,True,Compara;Domainoid;eggNOG;Inparanoid;OMA;OrthoDB;OrthoFinder;OrthoInspector;Hieranoid;Panther;Phylome;SonicParanoid;orthoMCL,4,mTOR / translation / autophagy,92,"Human mTOR complex/regulators, translation effectors and ULK1 autophagy initiator.",https://www.kegg.jp/pathway/hsa04152,Human-source role or protein family; fly role inferred by orthology
57818,G6PC2,33476,FBgn0031463,G6P,12,13,True,False,moderate,True,Compara;Domainoid;eggNOG;Inparanoid;OMA;OrthoDB;OrthoFinder;OrthoInspector;Panther;Phylome;SonicParanoid;orthoMCL,2,Glucose metabolism,110;166,"Human enzymes involved in glycolysis, gluconeogenesis or glycogen synthesis.",https://www.kegg.jp/pathway/hsa04152,Human-source role or protein family; fly role inferred by orthology
5862,RAB2A,35577,FBgn0014009,Rab2,13,13,True,True,high,True,Compara;Domainoid;eggNOG;Inparanoid;OMA;OrthoDB;OrthoFinder;OrthoInspector;Hieranoid;Panther;Phylome;SonicParanoid;orthoMCL,2,GLUT / TBC1D1 / Rab-related,207,"Human GLUT4, TBC1D1 and Rab components associated with the glucose-transporter trafficking branch.",https://www.kegg.jp/pathway/hsa04152,Human-source role or protein family; fly role inferred by orthology
595,CCND1,32551,FBgn0010315,CycD,11,13,True,False,moderate,True,Compara;Domainoid;eggNOG;Inparanoid;OrthoDB;OrthoFinder;OrthoInspector;Hieranoid;Panther;SonicParanoid;orthoMCL,4,Cyclins,160,Fly proteins mapped to the human cyclin A and D cell-cycle components.,https://www.kegg.jp/pathway/hsa04152,Human-source role or protein family; fly role inferred by orthology
